Zip,City,State,Region,District
53927,"Dellwood, WI",WI,Central,District #27
53929,"Elroy, WI",WI,Central,District #27
53930,"Endeavor, WI",WI,Central,District #27
53934,"Friendship, WI",WI,Central,District #27
53936,"Grand Marsh, WI",WI,Central,District #27
53937,"Hillpoint, WI",WI,Central,District #27
53940,"Lake Delton, WI",WI,Central,District #27
53941,"La Valle, WI",WI,Central,District #27
53942,"Lime Ridge, WI",WI,Central,District #27
53943,"Loganville, WI",WI,Central,District #27
53944,"Lyndon Station, WI",WI,Central,District #27
53948,"Mauston, WI",WI,Central,District #27
53950,"New Lisbon, WI",WI,Central,District #27
53951,"North Freedom, WI",WI,Central,District #27
53952,"Oxford, WI",WI,Central,District #27
53955,"Poynette, WI",WI,Central,District #27
53958,"Reedsburg, WI",WI,Central,District #27
53959,"Reedsburg, WI",WI,Central,District #27
53961,"Rock Springs, WI",WI,Central,District #27
53962,"Union Center, WI",WI,Central,District #27
53964,"Westfield, WI",WI,Central,District #27
53965,"Wisconsin Dells, WI",WI,Central,District #27
53968,"Wonewoc, WI",WI,Central,District #27
54457,"Nekoosa, WI",WI,Central,District #27
54601,"La Crosse, WI",WI,Central,District #27
54602,"La Crosse, WI",WI,Central,District #27
54603,"La Crosse, WI",WI,Central,District #27
54612,"Arcadia, WI",WI,Central,District #27
54613,"Arkdale, WI",WI,Central,District #27
54614,"Bangor, WI",WI,Central,District #27
54618,"Camp Douglas, WI",WI,Central,District #27
54619,"Cashton, WI",WI,Central,District #27
54620,"Cataract, WI",WI,Central,District #27
54621,"Chaseburg, WI",WI,Central,District #27
54622,"Cochrane, WI",WI,Central,District #27
54623,"Coon Valley, WI",WI,Central,District #27
54624,"De Soto, WI",WI,Central,District #27
54625,"Dodge, WI",WI,Central,District #27
54626,"Eastman, WI",WI,Central,District #27
54627,"Ettrick, WI",WI,Central,District #27
54628,"Ferryville, WI",WI,Central,District #27
54629,"Fountain City, WI",WI,Central,District #27
54630,"Galesville, WI",WI,Central,District #27
54631,"Gays Mills, WI",WI,Central,District #27
54632,"Genoa, WI",WI,Central,District #27
54634,"Hillsboro, WI",WI,Central,District #27
54636,"Holmen, WI",WI,Central,District #27
54637,"Hustler, WI",WI,Central,District #27
54638,"Kendall, WI",WI,Central,District #27
54639,"La Farge, WI",WI,Central,District #27
54640,"Lynxville, WI",WI,Central,District #27
54644,"Mindoro, WI",WI,Central,District #27
54645,"Mount Sterling, WI",WI,Central,District #27
54646,"Necedah, WI",WI,Central,District #27
54648,"Norwalk, WI",WI,Central,District #27
54650,"Onalaska, WI",WI,Central,District #27
54651,"Ontario, WI",WI,Central,District #27
54652,"Readstown, WI",WI,Central,District #27
54653,"Rockland, WI",WI,Central,District #27
54654,"Seneca, WI",WI,Central,District #27
54655,"Soldiers Grove, WI",WI,Central,District #27
54656,"Sparta, WI",WI,Central,District #27
54657,"Steuben, WI",WI,Central,District #27
54658,"Stoddard, WI",WI,Central,District #27
54661,"Trempealeau, WI",WI,Central,District #27
54664,"Viola, WI",WI,Central,District #27
54665,"Viroqua, WI",WI,Central,District #27
54667,"Westby, WI",WI,Central,District #27
54669,"West Salem, WI",WI,Central,District #27
54670,"Wilton, WI",WI,Central,District #27
54930,"Coloma, WI",WI,Central,District #27
54943,"Hancock, WI",WI,Central,District #27
53001,"Adell, WI",WI,Central,District #26
53002,"Allenton, WI",WI,Central,District #26
53003,"Ashippun, WI",WI,Central,District #26
53004,"Belgium, WI",WI,Central,District #26
53005,"Brookfield, WI",WI,Central,District #26
53006,"Brownsville, WI",WI,Central,District #26
53007,"Butler, WI",WI,Central,District #26
53008,"Brookfield, WI",WI,Central,District #26
53010,"Campbellsport, WI",WI,Central,District #26
53011,"Cascade, WI",WI,Central,District #26
53012,"Cedarburg, WI",WI,Central,District #26
53013,"Cedar Grove, WI",WI,Central,District #26
53014,"Chilton, WI",WI,Central,District #26
53015,"Cleveland, WI",WI,Central,District #26
53016,"Clyman, WI",WI,Central,District #26
53017,"Colgate, WI",WI,Central,District #26
53018,"Delafield, WI",WI,Central,District #26
53019,"Eden, WI",WI,Central,District #26
53020,"Elkhart Lake, WI",WI,Central,District #26
53021,"Fredonia, WI",WI,Central,District #26
53022,"Germantown, WI",WI,Central,District #26
53023,"Glenbeulah, WI",WI,Central,District #26
53024,"Grafton, WI",WI,Central,District #26
53026,"Greenbush, WI",WI,Central,District #26
53027,"Hartford, WI",WI,Central,District #26
53029,"Hartland, WI",WI,Central,District #26
53031,"Hingham, WI",WI,Central,District #26
53032,"Horicon, WI",WI,Central,District #26
53033,"Hubertus, WI",WI,Central,District #26
53034,"Hustisford, WI",WI,Central,District #26
53035,"Iron Ridge, WI",WI,Central,District #26
53036,"Ixonia, WI",WI,Central,District #26
53037,"Jackson, WI",WI,Central,District #26
53038,"Johnson Creek, WI",WI,Central,District #26
53039,"Juneau, WI",WI,Central,District #26
53040,"Kewaskum, WI",WI,Central,District #26
53042,"Kiel, WI",WI,Central,District #26
53044,"Kohler, WI",WI,Central,District #26
53045,"Brookfield, WI",WI,Central,District #26
53046,"Lannon, WI",WI,Central,District #26
53047,"Lebanon, WI",WI,Central,District #26
53048,"Lomira, WI",WI,Central,District #26
53049,"Malone, WI",WI,Central,District #26
53050,"Mayville, WI",WI,Central,District #26
53051,"Menomonee Falls, WI",WI,Central,District #26
53052,"Menomonee Falls, WI",WI,Central,District #26
53056,"Merton, WI",WI,Central,District #26
53057,"Mount Calvary, WI",WI,Central,District #26
53058,"Nashotah, WI",WI,Central,District #26
53059,"Neosho, WI",WI,Central,District #26
53060,"Newburg, WI",WI,Central,District #26
53061,"New Holstein, WI",WI,Central,District #26
53062,"New Holstein, WI",WI,Central,District #26
53063,"Newton, WI",WI,Central,District #26
53064,"North Lake, WI",WI,Central,District #26
53065,"Oakfield, WI",WI,Central,District #26
53066,"Oconomowoc, WI",WI,Central,District #26
53069,"Okauchee, WI",WI,Central,District #26
53070,"Oostburg, WI",WI,Central,District #26
53072,"Pewaukee, WI",WI,Central,District #26
53073,"Plymouth, WI",WI,Central,District #26
53074,"Port Washington, WI",WI,Central,District #26
53075,"Random Lake, WI",WI,Central,District #26
53076,"Richfield, WI",WI,Central,District #26
53078,"Rubicon, WI",WI,Central,District #26
53079,"Saint Cloud, WI",WI,Central,District #26
53080,"Saukville, WI",WI,Central,District #26
53081,"Sheboygan, WI",WI,Central,District #26
53082,"Sheboygan, WI",WI,Central,District #26
53083,"Sheboygan, WI",WI,Central,District #26
53085,"Sheboygan Falls, WI",WI,Central,District #26
53086,"Slinger, WI",WI,Central,District #26
53088,"Stockbridge, WI",WI,Central,District #26
53089,"Sussex, WI",WI,Central,District #26
53090,"West Bend, WI",WI,Central,District #26
53091,"Theresa, WI",WI,Central,District #26
53092,"Mequon, WI",WI,Central,District #26
53093,"Waldo, WI",WI,Central,District #26
53094,"Watertown, WI",WI,Central,District #26
53095,"West Bend, WI",WI,Central,District #26
53097,"Mequon, WI",WI,Central,District #26
53098,"Watertown, WI",WI,Central,District #26
53099,"Woodland, WI",WI,Central,District #26
53103,"Big Bend, WI",WI,Central,District #26
53110,"Cudahy, WI",WI,Central,District #26
53118,"Dousman, WI",WI,Central,District #26
53119,"Eagle, WI",WI,Central,District #26
53120,"East Troy, WI",WI,Central,District #26
53122,"Elm Grove, WI",WI,Central,District #26
53127,"Genesee Depot, WI",WI,Central,District #26
53129,"Greendale, WI",WI,Central,District #26
53130,"Hales Corners, WI",WI,Central,District #26
53132,"Franklin, WI",WI,Central,District #26
53137,"Helenville, WI",WI,Central,District #26
53146,"New Berlin, WI",WI,Central,District #26
53149,"Mukwonago, WI",WI,Central,District #26
53150,"Muskego, WI",WI,Central,District #26
53151,"New Berlin, WI",WI,Central,District #26
53153,"North Prairie, WI",WI,Central,District #26
53154,"Oak Creek, WI",WI,Central,District #26
53156,"Palmyra, WI",WI,Central,District #26
53172,"South Milwaukee, WI",WI,Central,District #26
53178,"Sullivan, WI",WI,Central,District #26
53183,"Wales, WI",WI,Central,District #26
53186,"Waukesha, WI",WI,Central,District #26
53187,"Waukesha, WI",WI,Central,District #26
53188,"Waukesha, WI",WI,Central,District #26
53189,"Waukesha, WI",WI,Central,District #26
53201,"Milwaukee, WI",WI,Central,District #26
53202,"Milwaukee, WI",WI,Central,District #26
53203,"Milwaukee, WI",WI,Central,District #26
53204,"Milwaukee, WI",WI,Central,District #26
53205,"Milwaukee, WI",WI,Central,District #26
53206,"Milwaukee, WI",WI,Central,District #26
53207,"Milwaukee, WI",WI,Central,District #26
53208,"Milwaukee, WI",WI,Central,District #26
53209,"Milwaukee, WI",WI,Central,District #26
53210,"Milwaukee, WI",WI,Central,District #26
53211,"Milwaukee, WI",WI,Central,District #26
53212,"Milwaukee, WI",WI,Central,District #26
53213,"Milwaukee, WI",WI,Central,District #26
53214,"Milwaukee, WI",WI,Central,District #26
53215,"Milwaukee, WI",WI,Central,District #26
53216,"Milwaukee, WI",WI,Central,District #26
53217,"Milwaukee, WI",WI,Central,District #26
53218,"Milwaukee, WI",WI,Central,District #26
53219,"Milwaukee, WI",WI,Central,District #26
53220,"Milwaukee, WI",WI,Central,District #26
53221,"Milwaukee, WI",WI,Central,District #26
53222,"Milwaukee, WI",WI,Central,District #26
53223,"Milwaukee, WI",WI,Central,District #26
53224,"Milwaukee, WI",WI,Central,District #26
53225,"Milwaukee, WI",WI,Central,District #26
53226,"Milwaukee, WI",WI,Central,District #26
53227,"Milwaukee, WI",WI,Central,District #26
53228,"Milwaukee, WI",WI,Central,District #26
53233,"Milwaukee, WI",WI,Central,District #26
53234,"Milwaukee, WI",WI,Central,District #26
53235,"Saint Francis, WI",WI,Central,District #26
53237,"Milwaukee, WI",WI,Central,District #26
53259,"Milwaukee, WI",WI,Central,District #26
53263,"Milwaukee, WI",WI,Central,District #26
53267,"Milwaukee, WI",WI,Central,District #26
53268,"Milwaukee, WI",WI,Central,District #26
53274,"Milwaukee, WI",WI,Central,District #26
53278,"Milwaukee, WI",WI,Central,District #26
53288,"Milwaukee, WI",WI,Central,District #26
53290,"Milwaukee, WI",WI,Central,District #26
53293,"Milwaukee, WI",WI,Central,District #26
53295,"Milwaukee, WI",WI,Central,District #26
53549,"Jefferson, WI",WI,Central,District #26
53557,"Lowell, WI",WI,Central,District #26
53579,"Reeseville, WI",WI,Central,District #26
53916,"Beaver Dam, WI",WI,Central,District #26
53919,"Brandon, WI",WI,Central,District #26
53922,"Burnett, WI",WI,Central,District #26
53923,"Cambria, WI",WI,Central,District #26
53925,"Columbus, WI",WI,Central,District #26
53926,"Dalton, WI",WI,Central,District #26
53928,"Doylestown, WI",WI,Central,District #26
53931,"Fairwater, WI",WI,Central,District #26
53932,"Fall River, WI",WI,Central,District #26
53933,"Fox Lake, WI",WI,Central,District #26
53935,"Friesland, WI",WI,Central,District #26
53939,"Kingston, WI",WI,Central,District #26
53946,"Markesan, WI",WI,Central,District #26
53947,"Marquette, WI",WI,Central,District #26
53949,"Montello, WI",WI,Central,District #26
53953,"Packwaukee, WI",WI,Central,District #26
53954,"Pardeeville, WI",WI,Central,District #26
53956,"Randolph, WI",WI,Central,District #26
53957,"Randolph, WI",WI,Central,District #26
53960,"Rio, WI",WI,Central,District #26
53963,"Waupun, WI",WI,Central,District #26
53969,"Wyocena, WI",WI,Central,District #26
54101,"Abrams, WI",WI,Central,District #26
54102,"Amberg, WI",WI,Central,District #26
54103,"Armstrong Creek, WI",WI,Central,District #26
54104,"Athelstane, WI",WI,Central,District #26
54106,"Black Creek, WI",WI,Central,District #26
54107,"Bonduel, WI",WI,Central,District #26
54110,"Brillion, WI",WI,Central,District #26
54111,"Cecil, WI",WI,Central,District #26
54112,"Coleman, WI",WI,Central,District #26
54113,"Combined Locks, WI",WI,Central,District #26
54114,"Crivitz, WI",WI,Central,District #26
54115,"De Pere, WI",WI,Central,District #26
54119,"Dunbar, WI",WI,Central,District #26
54120,"Fence, WI",WI,Central,District #26
54121,"Florence, WI",WI,Central,District #26
54123,"Forest Junction, WI",WI,Central,District #26
54124,"Gillett, WI",WI,Central,District #26
54125,"Goodman, WI",WI,Central,District #26
54126,"Greenleaf, WI",WI,Central,District #26
54127,"Green Valley, WI",WI,Central,District #26
54128,"Gresham, WI",WI,Central,District #26
54129,"Hilbert, WI",WI,Central,District #26
54130,"Kaukauna, WI",WI,Central,District #26
54131,"Freedom, WI",WI,Central,District #26
54135,"Keshena, WI",WI,Central,District #26
54136,"Kimberly, WI",WI,Central,District #26
54137,"Krakow, WI",WI,Central,District #26
54138,"Lakewood, WI",WI,Central,District #26
54139,"Lena, WI",WI,Central,District #26
54140,"Little Chute, WI",WI,Central,District #26
54141,"Little Suamico, WI",WI,Central,District #26
54143,"Marinette, WI",WI,Central,District #26
54149,"Mountain, WI",WI,Central,District #26
54150,"Neopit, WI",WI,Central,District #26
54151,"Niagara, WI",WI,Central,District #26
54152,"Nichols, WI",WI,Central,District #26
54153,"Oconto, WI",WI,Central,District #26
54154,"Oconto Falls, WI",WI,Central,District #26
54155,"Oneida, WI",WI,Central,District #26
54156,"Pembine, WI",WI,Central,District #26
54157,"Peshtigo, WI",WI,Central,District #26
54159,"Porterfield, WI",WI,Central,District #26
54160,"Potter, WI",WI,Central,District #26
54161,"Pound, WI",WI,Central,District #26
54162,"Pulaski, WI",WI,Central,District #26
54165,"Seymour, WI",WI,Central,District #26
54166,"Shawano, WI",WI,Central,District #26
54169,"Sherwood, WI",WI,Central,District #26
54170,"Shiocton, WI",WI,Central,District #26
54171,"Sobieski, WI",WI,Central,District #26
54173,"Suamico, WI",WI,Central,District #26
54174,"Suring, WI",WI,Central,District #26
54175,"Townsend, WI",WI,Central,District #26
54177,"Wausaukee, WI",WI,Central,District #26
54180,"Wrightstown, WI",WI,Central,District #26
54182,"Zachow, WI",WI,Central,District #26
54201,"Algoma, WI",WI,Central,District #26
54202,"Baileys Harbor, WI",WI,Central,District #26
54204,"Brussels, WI",WI,Central,District #26
54205,"Casco, WI",WI,Central,District #26
54207,"Collins, WI",WI,Central,District #26
54208,"Denmark, WI",WI,Central,District #26
54209,"Egg Harbor, WI",WI,Central,District #26
54210,"Ellison Bay, WI",WI,Central,District #26
54211,"Ephraim, WI",WI,Central,District #26
54212,"Fish Creek, WI",WI,Central,District #26
54213,"Forestville, WI",WI,Central,District #26
54214,"Francis Creek, WI",WI,Central,District #26
54215,"Kellnersville, WI",WI,Central,District #26
54216,"Kewaunee, WI",WI,Central,District #26
54217,"Luxemburg, WI",WI,Central,District #26
54220,"Manitowoc, WI",WI,Central,District #26
54221,"Manitowoc, WI",WI,Central,District #26
54226,"Maplewood, WI",WI,Central,District #26
54227,"Maribel, WI",WI,Central,District #26
54228,"Mishicot, WI",WI,Central,District #26
54229,"New Franken, WI",WI,Central,District #26
54230,"Reedsville, WI",WI,Central,District #26
54232,"Saint Nazianz, WI",WI,Central,District #26
54234,"Sister Bay, WI",WI,Central,District #26
54235,"Sturgeon Bay, WI",WI,Central,District #26
54240,"Tisch Mills, WI",WI,Central,District #26
54241,"Two Rivers, WI",WI,Central,District #26
54245,"Valders, WI",WI,Central,District #26
54246,"Washington Island, WI",WI,Central,District #26
54247,"Whitelaw, WI",WI,Central,District #26
54301,"Green Bay, WI",WI,Central,District #26
54302,"Green Bay, WI",WI,Central,District #26
54303,"Green Bay, WI",WI,Central,District #26
54304,"Green Bay, WI",WI,Central,District #26
54305,"Green Bay, WI",WI,Central,District #26
54306,"Green Bay, WI",WI,Central,District #26
54307,"Green Bay, WI",WI,Central,District #26
54308,"Green Bay, WI",WI,Central,District #26
54311,"Green Bay, WI",WI,Central,District #26
54313,"Green Bay, WI",WI,Central,District #26
54324,"Green Bay, WI",WI,Central,District #26
54344,"Green Bay, WI",WI,Central,District #26
54401,"Wausau, WI",WI,Central,District #26
54402,"Wausau, WI",WI,Central,District #26
54403,"Wausau, WI",WI,Central,District #26
54404,"Marshfield, WI",WI,Central,District #26
54405,"Abbotsford, WI",WI,Central,District #26
54406,"Amherst, WI",WI,Central,District #26
54407,"Amherst Junction, WI",WI,Central,District #26
54408,"Aniwa, WI",WI,Central,District #26
54409,"Antigo, WI",WI,Central,District #26
54410,"Arpin, WI",WI,Central,District #26
54411,"Athens, WI",WI,Central,District #26
54412,"Auburndale, WI",WI,Central,District #26
54413,"Babcock, WI",WI,Central,District #26
54414,"Birnamwood, WI",WI,Central,District #26
54415,"Blenker, WI",WI,Central,District #26
54416,"Bowler, WI",WI,Central,District #26
54417,"Brokaw, WI",WI,Central,District #26
54418,"Bryant, WI",WI,Central,District #26
54420,"Chili, WI",WI,Central,District #26
54421,"Colby, WI",WI,Central,District #26
54422,"Curtiss, WI",WI,Central,District #26
54423,"Custer, WI",WI,Central,District #26
54424,"Deerbrook, WI",WI,Central,District #26
54425,"Dorchester, WI",WI,Central,District #26
54426,"Edgar, WI",WI,Central,District #26
54427,"Eland, WI",WI,Central,District #26
54428,"Elcho, WI",WI,Central,District #26
54429,"Elderon, WI",WI,Central,District #26
54430,"Elton, WI",WI,Central,District #26
54432,"Galloway, WI",WI,Central,District #26
54433,"Gilman, WI",WI,Central,District #26
54434,"Jump River, WI",WI,Central,District #26
54435,"Gleason, WI",WI,Central,District #26
54436,"Granton, WI",WI,Central,District #26
54437,"Greenwood, WI",WI,Central,District #26
54439,"Hannibal, WI",WI,Central,District #26
54440,"Hatley, WI",WI,Central,District #26
54441,"Hewitt, WI",WI,Central,District #26
54442,"Irma, WI",WI,Central,District #26
54443,"Junction City, WI",WI,Central,District #26
54446,"Loyal, WI",WI,Central,District #26
54447,"Lublin, WI",WI,Central,District #26
54448,"Marathon, WI",WI,Central,District #26
54449,"Marshfield, WI",WI,Central,District #26
54450,"Mattoon, WI",WI,Central,District #26
54451,"Medford, WI",WI,Central,District #26
54452,"Merrill, WI",WI,Central,District #26
54454,"Milladore, WI",WI,Central,District #26
54455,"Mosinee, WI",WI,Central,District #26
54456,"Neillsville, WI",WI,Central,District #26
54458,"Nelsonville, WI",WI,Central,District #26
54459,"Ogema, WI",WI,Central,District #26
54460,"Owen, WI",WI,Central,District #26
54462,"Pearson, WI",WI,Central,District #26
54463,"Pelican Lake, WI",WI,Central,District #26
54464,"Phlox, WI",WI,Central,District #26
54465,"Pickerel, WI",WI,Central,District #26
54466,"Pittsville, WI",WI,Central,District #26
54467,"Plover, WI",WI,Central,District #26
54469,"Port Edwards, WI",WI,Central,District #26
54470,"Rib Lake, WI",WI,Central,District #26
54471,"Ringle, WI",WI,Central,District #26
54472,"Marshfield, WI",WI,Central,District #26
54473,"Rosholt, WI",WI,Central,District #26
54474,"Rothschild, WI",WI,Central,District #26
54475,"Rudolph, WI",WI,Central,District #26
54476,"Schofield, WI",WI,Central,District #26
54479,"Spencer, WI",WI,Central,District #26
54480,"Stetsonville, WI",WI,Central,District #26
54481,"Stevens Point, WI",WI,Central,District #26
54482,"Stevens Point, WI",WI,Central,District #26
54484,"Stratford, WI",WI,Central,District #26
54485,"Summit Lake, WI",WI,Central,District #26
54486,"Tigerton, WI",WI,Central,District #26
54487,"Tomahawk, WI",WI,Central,District #26
54488,"Unity, WI",WI,Central,District #26
54489,"Vesper, WI",WI,Central,District #26
54490,"Westboro, WI",WI,Central,District #26
54491,"White Lake, WI",WI,Central,District #26
54492,"Stevens Point, WI",WI,Central,District #26
54493,"Willard, WI",WI,Central,District #26
54494,"Wisconsin Rapids, WI",WI,Central,District #26
54495,"Wisconsin Rapids, WI",WI,Central,District #26
54498,"Withee, WI",WI,Central,District #26
54499,"Wittenberg, WI",WI,Central,District #26
54501,"Rhinelander, WI",WI,Central,District #26
54511,"Argonne, WI",WI,Central,District #26
54512,"Boulder Junction, WI",WI,Central,District #26
54513,"Brantwood, WI",WI,Central,District #26
54514,"Butternut, WI",WI,Central,District #26
54515,"Catawba, WI",WI,Central,District #26
54517,"Clam Lake, WI",WI,Central,District #26
54519,"Conover, WI",WI,Central,District #26
54520,"Crandon, WI",WI,Central,District #26
54521,"Eagle River, WI",WI,Central,District #26
54524,"Fifield, WI",WI,Central,District #26
54525,"Gile, WI",WI,Central,District #26
54527,"Glidden, WI",WI,Central,District #26
54529,"Harshaw, WI",WI,Central,District #26
54531,"Hazelhurst, WI",WI,Central,District #26
54532,"Heafford Junction, WI",WI,Central,District #26
54534,"Hurley, WI",WI,Central,District #26
54536,"Iron Belt, WI",WI,Central,District #26
54537,"Kennan, WI",WI,Central,District #26
54538,"Lac Du Flambeau, WI",WI,Central,District #26
54539,"Lake Tomahawk, WI",WI,Central,District #26
54540,"Land O Lakes, WI",WI,Central,District #26
54541,"Laona, WI",WI,Central,District #26
54542,"Long Lake, WI",WI,Central,District #26
54543,"Mc Naughton, WI",WI,Central,District #26
54545,"Manitowish Waters, WI",WI,Central,District #26
54546,"Mellen, WI",WI,Central,District #26
54547,"Mercer, WI",WI,Central,District #26
54548,"Minocqua, WI",WI,Central,District #26
54550,"Montreal, WI",WI,Central,District #26
54552,"Park Falls, WI",WI,Central,District #26
54554,"Phelps, WI",WI,Central,District #26
54555,"Phillips, WI",WI,Central,District #26
54556,"Prentice, WI",WI,Central,District #26
54557,"Presque Isle, WI",WI,Central,District #26
54558,"Saint Germain, WI",WI,Central,District #26
54559,"Saxon, WI",WI,Central,District #26
54560,"Sayner, WI",WI,Central,District #26
54561,"Star Lake, WI",WI,Central,District #26
54562,"Three Lakes, WI",WI,Central,District #26
54564,"Tripoli, WI",WI,Central,District #26
54565,"Upson, WI",WI,Central,District #26
54566,"Wabeno, WI",WI,Central,District #26
54568,"Woodruff, WI",WI,Central,District #26
54610,"Alma, WI",WI,Central,District #26
54611,"Alma Center, WI",WI,Central,District #26
54615,"Black River Falls, WI",WI,Central,District #26
54616,"Blair, WI",WI,Central,District #26
54635,"Hixton, WI",WI,Central,District #26
54641,"Mather, WI",WI,Central,District #26
54642,"Melrose, WI",WI,Central,District #26
54643,"Millston, WI",WI,Central,District #26
54649,"Oakdale, WI",WI,Central,District #26
54659,"Taylor, WI",WI,Central,District #26
54660,"Tomah, WI",WI,Central,District #26
54662,"Tunnel City, WI",WI,Central,District #26
54666,"Warrens, WI",WI,Central,District #26
54701,"Eau Claire, WI",WI,Central,District #26
54702,"Eau Claire, WI",WI,Central,District #26
54703,"Eau Claire, WI",WI,Central,District #26
54720,"Altoona, WI",WI,Central,District #26
54721,"Arkansaw, WI",WI,Central,District #26
54722,"Augusta, WI",WI,Central,District #26
54724,"Bloomer, WI",WI,Central,District #26
54726,"Boyd, WI",WI,Central,District #26
54727,"Cadott, WI",WI,Central,District #26
54729,"Chippewa Falls, WI",WI,Central,District #26
54730,"Colfax, WI",WI,Central,District #26
54732,"Cornell, WI",WI,Central,District #26
54735,"Downsville, WI",WI,Central,District #26
54736,"Durand, WI",WI,Central,District #26
54737,"Eau Galle, WI",WI,Central,District #26
54738,"Eleva, WI",WI,Central,District #26
54739,"Elk Mound, WI",WI,Central,District #26
54741,"Fairchild, WI",WI,Central,District #26
54742,"Fall Creek, WI",WI,Central,District #26
54743,"Gilmanton, WI",WI,Central,District #26
54745,"Holcombe, WI",WI,Central,District #26
54746,"Humbird, WI",WI,Central,District #26
54747,"Independence, WI",WI,Central,District #26
54748,"Jim Falls, WI",WI,Central,District #26
54749,"Knapp, WI",WI,Central,District #26
54750,"Maiden Rock, WI",WI,Central,District #26
54751,"Menomonie, WI",WI,Central,District #26
54754,"Merrillan, WI",WI,Central,District #26
54755,"Mondovi, WI",WI,Central,District #26
54756,"Nelson, WI",WI,Central,District #26
54757,"New Auburn, WI",WI,Central,District #26
54758,"Osseo, WI",WI,Central,District #26
54759,"Pepin, WI",WI,Central,District #26
54760,"Pigeon Falls, WI",WI,Central,District #26
54761,"Plum City, WI",WI,Central,District #26
54764,"Rock Falls, WI",WI,Central,District #26
54765,"Sand Creek, WI",WI,Central,District #26
54766,"Sheldon, WI",WI,Central,District #26
54768,"Stanley, WI",WI,Central,District #26
54769,"Stockholm, WI",WI,Central,District #26
54770,"Strum, WI",WI,Central,District #26
54771,"Thorp, WI",WI,Central,District #26
54773,"Whitehall, WI",WI,Central,District #26
54774,"Chippewa Falls, WI",WI,Central,District #26
54846,"High Bridge, WI",WI,Central,District #26
54855,"Marengo, WI",WI,Central,District #26
54901,"Oshkosh, WI",WI,Central,District #26
54902,"Oshkosh, WI",WI,Central,District #26
54903,"Oshkosh, WI",WI,Central,District #26
54904,"Oshkosh, WI",WI,Central,District #26
54906,"Oshkosh, WI",WI,Central,District #26
54909,"Almond, WI",WI,Central,District #26
54911,"Appleton, WI",WI,Central,District #26
54912,"Appleton, WI",WI,Central,District #26
54913,"Appleton, WI",WI,Central,District #26
54914,"Appleton, WI",WI,Central,District #26
54915,"Appleton, WI",WI,Central,District #26
54919,"Appleton, WI",WI,Central,District #26
54921,"Bancroft, WI",WI,Central,District #26
54922,"Bear Creek, WI",WI,Central,District #26
54923,"Berlin, WI",WI,Central,District #26
54926,"Big Falls, WI",WI,Central,District #26
54927,"Butte Des Morts, WI",WI,Central,District #26
54928,"Caroline, WI",WI,Central,District #26
54929,"Clintonville, WI",WI,Central,District #26
54931,"Dale, WI",WI,Central,District #26
54932,"Eldorado, WI",WI,Central,District #26
54933,"Embarrass, WI",WI,Central,District #26
54934,"Eureka, WI",WI,Central,District #26
54935,"Fond Du Lac, WI",WI,Central,District #26
54936,"Fond Du Lac, WI",WI,Central,District #26
54937,"Fond Du Lac, WI",WI,Central,District #26
54940,"Fremont, WI",WI,Central,District #26
54941,"Green Lake, WI",WI,Central,District #26
54942,"Greenville, WI",WI,Central,District #26
54944,"Hortonville, WI",WI,Central,District #26
54945,"Iola, WI",WI,Central,District #26
54946,"King, WI",WI,Central,District #26
54947,"Larsen, WI",WI,Central,District #26
54948,"Leopolis, WI",WI,Central,District #26
54949,"Manawa, WI",WI,Central,District #26
54950,"Marion, WI",WI,Central,District #26
54952,"Menasha, WI",WI,Central,District #26
54956,"Neenah, WI",WI,Central,District #26
54957,"Neenah, WI",WI,Central,District #26
54960,"Neshkoro, WI",WI,Central,District #26
54961,"New London, WI",WI,Central,District #26
54962,"Ogdensburg, WI",WI,Central,District #26
54963,"Omro, WI",WI,Central,District #26
54964,"Pickett, WI",WI,Central,District #26
54965,"Pine River, WI",WI,Central,District #26
54966,"Plainfield, WI",WI,Central,District #26
54967,"Poy Sippi, WI",WI,Central,District #26
54968,"Princeton, WI",WI,Central,District #26
54969,"Readfield, WI",WI,Central,District #26
54970,"Redgranite, WI",WI,Central,District #26
54971,"Ripon, WI",WI,Central,District #26
54974,"Rosendale, WI",WI,Central,District #26
54976,"Saxeville, WI",WI,Central,District #26
54977,"Scandinavia, WI",WI,Central,District #26
54978,"Tilleda, WI",WI,Central,District #26
54979,"Van Dyne, WI",WI,Central,District #26
54980,"Waukau, WI",WI,Central,District #26
54981,"Waupaca, WI",WI,Central,District #26
54982,"Wautoma, WI",WI,Central,District #26
54983,"Weyauwega, WI",WI,Central,District #26
54984,"Wild Rose, WI",WI,Central,District #26
54985,"Winnebago, WI",WI,Central,District #26
54986,"Winneconne, WI",WI,Central,District #26
54990,"Iola, WI",WI,Central,District #26
60001,"Alden, IL",IL,Central,District #31
60002,"Antioch, IL",IL,Central,District #31
60004,"Arlington Heights, IL",IL,Central,District #31
60005,"Arlington Heights, IL",IL,Central,District #31
60006,"Arlington Heights, IL",IL,Central,District #31
60007,"Elk Grove Village, IL",IL,Central,District #31
60008,"Rolling Meadows, IL",IL,Central,District #31
60009,"Elk Grove Village, IL",IL,Central,District #31
60010,"Barrington, IL",IL,Central,District #31
60011,"Barrington, IL",IL,Central,District #31
60012,"Crystal Lake, IL",IL,Central,District #31
60013,"Cary, IL",IL,Central,District #31
60014,"Crystal Lake, IL",IL,Central,District #31
